"ID:",""
"Name:",""
"Age:","","Sex:","Male"
"Comments:"
""

"Raw Data"

"EEG1","EEG2","EMG","ECG"
29.1,-64.7,-42.1,1048.8,
86.6,-246.1,-88.1,1031.4,
104.5,-444.9,-190.8,1158.3,
53.3,-540.1,-140.8,948.6,
-51.4,-540.1,-118.4,796.3,
-163.8,-540.1,-211.8,893.8,
-237.5,-540.1,-134.2,856.4,
-287.1,-540.1,-81.6,690.7,
-327.5,-535.5,-159.2,738.8,
-347.2,-536.4,-169.7,774.9,
-357.1,-540.1,-85.5,638.6,
-367.7,-540.1,-97.4,634.6,
-359.5,-537.7,-142.1,673.4,
-335.5,-540.1,-81.6,583.8,
-326.8,-540.1,-34.2,551.8,
-330.4,-538.3,-113.1,563.8,
-319.5,-540.1,-94.7,499.7,
-294.3,-540.1,-84.2,404.8,
-269.1,-539.3,-100.0,416.8,
-239.1,-539.5,-93.4,391.5,
-182.3,-540.1,-59.2,312.6,
-81.8,-540.1,-63.2,301.9,
43.2,-538.4,-76.3,330.0,
141.8,-536.0,-35.5,293.9,
185.1,-527.2,-76.3,244.5,
195.9,-513.9,-98.7,241.8,
207.1,-501.5,-72.4,216.4,
223.0,-489.1,-50.0,171.0,
235.4,-475.9,-56.6,130.9,
239.9,-464.4,-84.2,116.2,
233.8,-454.3,-47.4,97.5,
219.0,-442.8,-10.5,89.5,
200.9,-431.1,-57.9,70.8,
178.6,-420.3,-78.9,44.1,
144.5,-409.6,-68.4,17.4,
97.0,-399.4,1.3,16.0,
51.7,-390.6,-22.4,-12.0,
26.1,-381.8,-52.6,-29.4,
24.5,-372.5,-6.6,-34.7,
40.0,-363.8,-56.6,-28.1,
60.4,-355.2,-80.3,-73.5,
78.9,-346.0,-50.0,-124.3,
99.3,-337.2,-23.7,-138.9,
119.7,-329.1,-10.5,-163.0,
128.2,-320.6,-26.3,-193.7,
121.7,-311.9,-19.7,-220.4,
111.3,-304.3,32.9,-243.2,
110.4,-297.8,32.9,-257.9,
126.8,-291.3,3.9,-255.2,
157.0,-284.4,23.7,-271.2,
186.3,-277.2,60.5,-281.9,
201.9,-270.2,42.1,-265.9,
203.3,-264.0,42.1,-279.2,
195.3,-258.3,52.6,-275.2,
181.5,-252.3,50.0,-273.9,
164.7,-245.5,18.4,-275.2,
151.6,-238.8,63.2,-291.3,
152.2,-232.7,56.6,-307.3,
163.3,-227.3,13.2,-316.6,
165.1,-221.9,40.8,-324.7,
145.4,-216.1,36.8,-343.4,
110.1,-210.3,25.0,-363.4,
68.8,-205.3,17.1,-372.8,
22.3,-201.1,38.2,-374.1,
-22.5,-196.6,69.7,-382.1,
-45.7,-191.5,78.9,-406.2,
-43.2,-186.5,40.8,-416.8,
-37.5,-182.2,48.7,-402.1,
-48.7,-178.2,47.4,-410.2,
-76.5,-173.5,84.2,-412.8,
-107.8,-168.8,114.5,-435.5,
-123.3,-164.7,69.7,-420.8,
-111.4,-161.3,17.1,-404.8,
-83.0,-158.1,23.7,-420.8,
-59.2,-154.5,32.9,-422.2,
-52.1,-150.3,67.1,-426.2,
-61.7,-145.8,101.3,-431.5,
-76.5,-141.6,97.4,-430.2,
-80.6,-137.9,110.5,-427.5,
-70.4,-134.8,88.1,-426.2,
-57.6,-131.7,65.8,-432.9,
-54.5,-128.6,117.1,-428.9,
-63.2,-125.7,163.1,-420.8,
-76.6,-123.0,139.5,-412.8,
-88.8,-120.0,107.9,-430.2,
-100.4,-116.7,107.9,-446.2,
-110.9,-114.1,176.3,-426.2,
-114.9,-112.0,140.8,-396.8,
-112.8,-109.6,127.6,-387.4,
-110.6,-106.8,127.6,-392.8,
-113.2,-104.0,109.2,-360.7,
-123.3,-101.3,132.9,-335.3,
-140.8,-98.4,102.6,-324.7,
-159.1,-95.9,89.5,-310.0,
-168.9,-93.9,101.3,-285.9,
-163.3,-92.2,96.0,-277.9,
-147.2,-90.5,68.4,-292.6,
-135.0,-88.3,73.7,-293.9,
-139.8,-86.0,61.8,-299.3,
-161.5,-83.5,19.7,-300.6,
-187.7,-81.1,40.8,-307.3,
-209.5,-78.9,50.0,-318.0,
-228.9,-76.6,69.7,-312.6,
-249.1,-74.4,50.0,-296.6,
-269.1,-72.3,51.3,-295.3,
-280.2,-67.1,30.3,-268.5,
-270.6,-59.1,35.5,-268.5,
-234.1,-55.3,78.9,-259.2,
-181.0,-48.0,46.0,-276.6,
-136.0,-27.3,13.2,-307.3,
-115.7,-14.5,31.6,-327.3,
