"ID:",""
"Name:",""
"Age:","","Sex:","Male"
"Comments:"
""

"Raw Data"

"EEG1","EEG2","EMG","ECG"
37.6,2.6,-2.5,60.0,
33.1,-1.1,5.0,73.8,
32.4,-3.4,1.3,70.0,
31.4,-8.3,-1.3,63.8,
27.6,-15.9,0.0,42.5,
22.6,-21.4,6.3,16.3,
20.0,-21.3,0.0,22.5,
19.6,-19.6,1.3,32.5,
19.4,-19.1,-8.8,26.3,
19.9,-17.8,-1.3,13.8,
20.5,-15.8,-5.0,1.3,
18.9,-15.1,-10.0,3.8,
16.6,-15.9,-5.0,13.8,
15.5,-16.9,-3.8,7.5,
12.3,-17.0,2.5,2.5,
10.8,-15.9,0.0,6.3,
10.1,-14.8,5.0,1.3,
9.4,-14.5,10.0,21.3,
8.0,-15.3,5.0,36.3,
7.8,-15.6,3.8,43.8,
9.3,-15.4,13.8,145.0,
11.9,-17.3,11.3,383.8,
16.3,-22.0,12.5,726.3,
21.0,-26.6,15.0,832.5,
22.4,-29.0,18.8,620.0,
17.9,-28.8,25.0,221.3,
7.5,-25.1,31.3,-226.3,
-4.3,-18.0,38.8,-591.3,
-11.5,-8.4,46.3,-815.0,
-13.6,-0.1,43.8,-761.3,
-13.3,1.9,50.0,-545.0,
-12.8,-1.3,58.8,-333.8,
-13.0,-6.1,66.3,-172.5,
-12.8,-10.9,73.8,-58.8,
-12.9,-13.1,71.3,32.5,
-14.8,-12.4,65.0,62.5,
-17.5,-11.8,65.0,53.8,
-20.1,-14.5,66.3,78.8,
-20.6,-20.1,72.5,87.5,
-18.8,-24.5,76.3,83.8,
-16.1,-25.4,76.3,78.8,
-12.8,-23.3,78.8,85.0,
-8.8,-19.8,73.8,87.5,
-6.0,-17.3,78.8,78.8,
-5.8,-17.1,81.3,97.5,
-6.4,-17.9,86.3,98.8,
-5.9,-16.6,83.8,78.8,
-5.1,-13.1,77.5,81.3,
-6.0,-10.6,83.8,60.0,
-8.1,-11.1,78.8,62.5,
-9.4,-13.6,72.5,88.8,
-9.0,-15.9,68.8,105.0,
-9.4,-16.6,70.0,113.8,
-11.6,-17.1,65.0,126.3,
-12.8,-18.8,61.3,132.5,
-11.0,-18.6,58.8,138.8,
-9.6,-15.9,66.3,132.5,
-10.6,-14.8,57.5,148.8,
-11.6,-16.6,63.8,161.3,
-10.6,-18.0,45.0,157.5,
-8.8,-16.3,47.5,158.8,
-7.9,-13.3,42.5,165.0,
-8.3,-12.5,36.3,200.0,
-9.3,-14.0,18.8,217.5,
-11.3,-15.8,18.8,226.3,
-13.9,-17.5,7.5,256.3,
-16.5,-18.0,-5.0,268.8,
-19.5,-16.8,-6.3,260.0,
-21.0,-16.8,-16.3,271.3,
-19.5,-17.9,-21.3,268.8,
-19.3,-18.0,-30.0,266.3,
-23.0,-18.8,-36.3,260.0,
-27.4,-21.4,-41.3,250.0,
-29.1,-23.4,-41.3,210.0,
-27.8,-23.0,-47.5,185.0,
-25.6,-20.0,-57.5,162.5,
-25.5,-16.8,-58.8,113.8,
-26.9,-15.5,-66.3,68.8,
-28.0,-14.6,-71.3,13.8,
-28.1,-12.4,-75.0,-50.0,
-27.4,-9.6,-80.0,-80.0,
-28.0,-7.9,-80.0,-100.0,
-31.1,-7.8,-82.5,-147.5,
-34.1,-9.0,-85.0,-201.3,
-35.3,-9.6,-87.5,-222.5,
-35.6,-9.3,-87.5,-241.3,
-36.3,-9.6,-83.8,-260.0,
-36.4,-9.8,-88.8,-293.8,
-35.6,-8.6,-87.5,-321.3,
-35.5,-8.1,-80.0,-330.0,
-34.9,-10.3,-67.5,-337.5,
-32.4,-13.6,-56.3,-322.5,
-29.0,-16.6,-51.3,-307.5,
-26.3,-19.4,-28.8,-287.5,
-25.0,-21.1,-18.8,-258.8,
-22.1,-21.4,-18.8,-248.8,
-15.1,-18.4,-3.8,-231.3,
-7.8,-12.0,-5.0,-222.5,
-4.1,-6.8,5.0,-206.3,
-6.1,-5.1,8.8,-173.8,
-11.6,-6.9,7.5,-152.5,
-14.0,-10.6,18.8,-150.0,
-11.6,-11.4,13.8,-153.8,
-10.5,-9.5,17.5,-165.0,
-13.0,-10.9,25.0,-162.5,
-14.4,-15.9,20.0,-165.0,
-12.6,-18.6,30.0,-151.3,
