"ID:",""
"Name:",""
"Age:","","Sex:","Male"
"Comments:"
""

"Raw Data"

"EEG1","EEG2","EMG","ECG"
17.1,94.3,-35.0,-122.5,
17.9,97.0,-27.5,-147.5,
18.0,71.1,-20.0,-140.0,
13.8,53.8,-20.0,-150.0,
5.9,43.4,-18.8,-168.8,
-3.5,10.0,-16.3,-163.8,
-8.6,-15.8,-22.5,-225.0,
-4.1,-5.8,-25.0,-288.8,
4.8,7.1,-18.8,-301.3,
7.5,1.3,-12.5,-236.3,
1.8,-10.6,-26.3,-201.3,
-6.1,-23.0,-22.5,-210.0,
-10.5,-33.6,-23.8,-175.0,
-11.4,-34.6,-18.8,-61.3,
-9.5,-28.1,-18.8,-30.0,
-6.0,-26.3,-18.8,-135.0,
-4.5,-26.9,-17.5,-133.8,
-4.3,-24.8,-22.5,-75.0,
-0.1,-26.6,-22.5,-102.5,
7.5,-27.4,-21.3,-128.8,
12.6,-15.0,-22.5,-117.5,
13.1,0.3,-21.3,-85.0,
10.4,-1.5,-20.0,-45.0,
7.1,-11.9,-22.5,-81.3,
5.0,-18.5,-26.3,-138.8,
1.8,-32.3,-16.3,-110.0,
-1.4,-47.6,-12.5,-67.5,
0.8,-43.4,-17.5,-50.0,
7.4,-23.5,-7.5,36.3,
13.1,-1.8,-15.0,33.8,
14.5,17.9,-23.8,-41.3,
11.9,29.1,-13.8,-25.0,
8.4,32.0,-12.5,-21.3,
8.0,40.4,-15.0,17.5,
12.5,64.0,-17.5,53.8,
16.8,92.4,-12.5,73.8,
14.6,96.4,-25.0,123.8,
10.4,80.3,-27.5,116.3,
10.9,81.9,-25.0,78.8,
15.9,102.0,-30.0,122.5,
21.5,126.0,-31.3,50.0,
24.8,147.9,-22.5,-85.0,
25.6,158.0,-21.3,-50.0,
26.4,152.5,-28.8,-32.5,
26.6,142.0,-26.3,-35.0,
24.4,144.1,-30.0,-83.8,
19.1,137.3,-31.3,-130.0,
13.8,115.5,-41.3,-75.0,
11.5,116.6,-37.5,-33.8,
13.8,136.1,-30.0,-41.3,
20.5,162.4,-33.8,38.8,
27.5,191.8,-36.3,138.8,
30.1,204.3,-36.3,-90.0,
28.8,195.0,-36.3,-250.0,
26.5,174.1,-36.3,-190.0,
25.0,163.9,-40.0,-141.3,
24.8,153.5,-41.3,-133.8,
26.0,130.5,-55.0,-157.5,
27.3,116.1,-48.8,-106.3,
27.1,115.4,-46.3,-26.3,
27.3,138.1,-47.5,-40.0,
29.0,167.0,-42.5,-35.0,
31.5,169.9,-36.3,23.8,
33.0,159.4,-47.5,38.8,
32.8,144.0,-42.5,-6.3,
29.5,125.4,-33.8,-37.5,
22.3,104.8,-35.0,-23.8,
16.4,83.9,-42.5,47.5,
17.1,71.1,-32.5,180.0,
21.0,72.6,-33.8,76.3,
22.4,91.5,-30.0,-46.3,
20.8,96.6,-36.3,-70.0,
18.9,71.4,-26.3,-30.0,
18.6,55.3,-21.3,60.0,
20.1,63.1,-13.8,93.8,
20.0,63.1,-18.8,-25.0,
15.6,43.8,-13.8,-100.0,
9.8,21.0,-12.5,-41.3,
4.4,-3.1,-2.5,73.8,
-1.1,-26.8,3.8,58.8,
-5.9,-38.5,-8.8,-56.3,
-9.6,-39.1,3.8,-141.3,
-13.0,-44.1,8.8,-78.8,
-14.6,-63.6,1.3,-8.8,
-12.8,-83.8,5.0,-27.5,
-9.3,-96.0,13.8,-48.8,
-9.1,-102.1,11.3,-46.3,
-14.0,-107.4,8.8,-62.5,
-19.0,-114.9,22.5,6.3,
-19.5,-120.4,18.8,27.5,
-17.3,-128.1,17.5,-46.3,
-16.0,-122.1,23.8,-65.0,
-17.6,-112.0,26.3,-92.5,
-21.9,-135.3,31.3,-95.0,
-24.9,-165.8,32.5,-116.3,
-26.4,-189.4,45.0,-100.0,
-31.1,-221.4,52.5,-27.5,
-38.8,-247.8,48.8,10.0,
-45.5,-245.9,55.0,-20.0,
-50.1,-225.3,62.5,37.5,
-51.6,-233.0,60.0,91.3,
-51.1,-238.0,65.0,26.3,
-51.4,-218.0,66.3,-95.0,
-52.4,-227.5,61.3,-122.5,
-51.6,-245.3,65.0,-77.5,
-49.5,-253.6,72.5,-37.5,
-49.6,-268.4,67.5,5.0,
-51.6,-275.6,63.8,10.0,
-52.4,-266.9,70.0,30.0,
-51.5,-241.3,73.8,47.5,
-48.3,-223.8,70.0,97.5,
-43.1,-209.6,62.5,120.0,
-39.1,-192.0,61.3,-5.0,
-36.4,-192.3,61.3,-31.3,
-33.6,-197.5,55.0,56.3,
-30.9,-211.4,56.3,41.3,
-26.5,-216.9,53.8,-71.3,
-21.5,-192.3,47.5,-107.5,
-17.6,-173.6,56.3,-85.0,
-12.6,-164.0,58.8,-12.5,
-6.6,-153.6,42.5,-30.0,
-5.3,-145.8,52.5,-60.0,
-10.1,-138.6,55.0,6.3,
-17.0,-136.1,46.3,32.5,
-20.6,-140.1,41.3,5.0,
-19.4,-161.8,47.5,0.0,
-16.8,-178.0,46.3,11.3,
-14.6,-168.6,37.5,0.0,
-11.1,-158.6,37.5,25.0,
-7.6,-144.3,46.3,38.8,
-8.1,-117.1,40.0,-3.8,
-12.5,-93.5,33.8,20.0,
-15.5,-84.8,38.8,148.8,
-12.0,-80.5,30.0,96.3,
-3.6,-74.1,26.3,-128.8,
1.4,-86.3,20.0,-211.3,
-0.6,-95.4,12.5,-120.0,
-2.8,-72.5,10.0,-27.5,
-1.3,-52.3,1.3,-3.8,
-0.5,-46.9,8.8,6.3,
-0.4,-25.8,2.5,58.8,
2.8,0.8,-3.8,71.3,
4.8,3.6,1.3,66.3,
2.0,-0.1,-2.5,120.0,
-2.5,7.9,1.3,138.8,
-5.9,9.9,2.5,92.5,
-8.1,-1.5,7.5,115.0,
-10.0,-14.9,2.5,156.3,
-13.1,-29.5,16.3,151.3,
-16.9,-40.3,18.8,136.3,
-18.8,-37.5,15.0,136.3,
-19.3,-28.1,22.5,97.5,
-20.4,-33.3,23.8,12.5,
-21.8,-59.9,16.3,-16.3,
-20.6,-82.8,26.3,37.5,
-17.0,-90.4,26.3,66.3,
-13.9,-89.6,26.3,63.8,
-12.4,-83.4,22.5,50.0,
-11.6,-77.8,22.5,80.0,
-10.5,-73.9,20.0,115.0,
-6.6,-68.1,12.5,103.8,
0.4,-56.3,13.8,118.8,
6.1,-42.3,10.0,167.5,
6.6,-35.6,3.8,141.3,
5.3,-30.9,10.0,125.0,
6.8,-20.8,16.3,112.5,
8.4,-8.8,12.5,60.0,
5.3,-1.4,7.5,38.8,
-0.4,-3.3,6.3,60.0,
-2.9,-4.0,-1.3,128.8,
-1.4,9.8,1.3,138.8,
1.4,23.5,3.8,42.5,
4.4,22.3,10.0,6.3,
7.3,20.0,3.8,7.5,
8.9,27.8,-2.5,42.5,
8.4,36.3,2.5,78.8,
6.0,34.6,-1.3,7.5,
5.6,29.1,-6.3,-28.8,
8.8,28.4,0.0,-45.0,
9.0,26.0,-3.8,-22.5,
6.1,28.3,-7.5,41.3,
11.3,48.4,0.0,-2.5,
30.3,81.1,2.5,-12.5,
59.8,104.8,-11.3,5.0,
94.1,113.3,-16.3,7.5,
127.6,129.4,-10.0,-5.0,
158.9,136.8,-21.3,-3.8,
189.1,132.4,-28.8,7.5,
216.0,163.4,-26.3,30.0,
236.8,205.5,-31.3,98.8,
252.0,228.5,-36.3,222.5,
264.0,262.6,-35.0,228.8,
273.9,310.6,-25.0,218.8,
279.5,319.3,-33.8,7.5,
278.1,278.9,-32.5,-352.5,
270.9,259.1,-26.3,-707.5,
263.4,248.8,-28.8,-930.0,
259.4,222.8,-20.0,-1006.3,
255.4,217.1,-21.3,-917.5,
243.5,218.0,-21.3,-787.5,
223.3,220.8,-16.3,-592.5,
202.5,212.9,-12.5,-295.0,
183.1,171.8,-20.0,-88.8,
162.4,137.3,-11.3,22.5,
140.5,113.6,-3.8,182.5,
118.8,69.0,-6.3,260.0,
99.5,30.5,-5.0,156.3,
84.9,27.6,-7.5,161.3,
73.1,29.5,-8.8,85.0,
62.3,30.3,-8.8,76.3,
53.3,54.6,-2.5,102.5,
43.3,64.6,-15.0,75.0,
27.6,33.8,-2.5,82.5,
8.6,4.1,-16.3,73.8,
-8.9,-11.6,-16.3,73.8,
-21.9,-29.3,-8.8,98.8,
-30.5,-33.3,-8.8,108.8,
-36.4,-18.6,-10.0,88.8,
-39.9,-8.5,-7.5,96.3,
-43.0,-7.3,-8.8,150.0,
-49.9,-6.1,-13.8,201.3,
-61.6,-8.1,-10.0,136.3,
-74.8,-20.5,0.0,20.0,
-84.1,-39.8,0.0,43.8,
-88.8,-53.0,-5.0,103.8,
-91.5,-60.8,-3.8,181.3,
-93.1,-59.1,1.3,206.3,
-92.3,-44.8,-1.3,188.8,
-89.8,-37.6,-3.8,208.8,
-88.4,-48.9,0.0,160.0,
-90.1,-69.0,-5.0,145.0,
-96.0,-75.3,-12.5,197.5,
-103.8,-61.8,-8.8,106.3,
-103.5,-45.0,-10.0,66.3,
-90.6,-32.9,-5.0,91.3,
-73.4,-32.3,-8.8,165.0,
-59.3,-35.5,-7.5,187.5,
-48.9,-32.0,-6.3,133.8,
-40.1,-31.6,-15.0,128.8,
-31.4,-28.9,-5.0,140.0,
-22.3,-9.5,-17.5,127.5,
-15.8,11.8,-13.8,102.5,
-15.8,14.4,-13.8,118.8,
-21.1,9.3,-8.8,175.0,
-26.6,15.4,-20.0,166.3,
-31.1,21.5,-13.8,90.0,
-37.4,13.5,-20.0,38.8,
-43.6,9.6,-15.0,61.3,
-44.5,25.4,-7.5,126.3,
-42.0,47.0,-10.0,193.8,
-42.8,61.8,-13.8,93.8,
-47.1,68.4,-13.8,53.8,
-50.1,73.3,-2.5,95.0,
-50.8,78.3,-10.0,102.5,
-52.0,79.8,-5.0,96.3,
-52.6,86.1,-5.0,86.3,
-48.5,84.4,-2.5,96.3,
-39.9,82.0,-8.8,122.5,
-32.9,109.5,-5.0,173.8,
-33.9,141.8,-1.3,137.5,
-40.0,161.3,-11.3,0.0,
-42.6,168.9,-6.3,13.8,
-42.5,156.9,-3.8,-52.5,
-41.0,132.9,-11.3,-68.8,
-30.0,120.3,-8.8,-82.5,
-8.5,145.8,-2.5,-162.5,
12.9,166.9,-2.5,-171.3,
29.0,166.8,-8.8,-135.0,
42.3,198.0,-13.8,-120.0,
52.0,232.8,-15.0,-101.3,
55.8,243.3,-17.5,-101.3,
54.5,253.0,-26.3,-150.0,
49.5,258.4,-21.3,-148.8,
42.3,239.0,-33.8,-128.8,
35.5,201.1,-32.5,-130.0,
28.8,185.9,-33.8,-63.8,
20.4,181.4,-42.5,-11.3,
11.8,164.0,-52.5,-13.8,
4.8,154.3,-52.5,-93.8,
1.0,159.1,-58.8,-198.8,
1.1,190.3,-61.3,-230.0,
3.3,229.8,-53.8,-193.8,
4.4,242.1,-62.5,-182.5,
4.5,227.3,-53.8,-201.3,
4.0,191.4,-58.8,-182.5,
2.3,162.4,-51.3,-136.3,
-0.5,147.8,-52.5,-95.0,
-4.3,134.4,-51.3,-101.3,
-8.4,122.8,-41.3,-102.5,
-11.8,118.6,-32.5,-57.5,
-15.6,134.5,-23.8,0.0,
-19.4,134.6,-21.3,95.0,
-20.5,98.6,-16.3,5.0,
-20.3,74.4,-12.5,-130.0,
-22.3,62.3,-5.0,-120.0,
-26.6,24.5,-3.8,67.5,
