"ID:",""
"Name:",""
"Age:","","Sex:","Male"
"Comments:"
""

"Raw Data"

"EEG1","EEG2","EMG","ECG"
-65.4,64.6,75.0,1742.2,
-248.7,245.8,147.4,2010.7,
-449.7,444.5,159.2,2394.2,
-546.0,540.0,230.2,2342.1,
-546.0,540.0,360.5,2356.8,
-546.0,540.0,281.6,2649.3,
-546.0,540.0,69.7,2681.4,
-546.0,540.0,-15.8,2574.5,
-541.3,535.0,25.0,2728.2,
-542.2,536.0,202.6,2774.9,
-546.0,540.0,140.8,2609.3,
-546.0,539.9,-22.4,2625.3,
-543.6,537.4,-102.6,2656.0,
-546.0,540.0,-25.0,2519.8,
-546.0,540.0,-36.8,2407.5,
-544.1,537.7,-123.7,2406.2,
-546.0,539.7,-185.5,2322.0,
-546.0,540.0,-234.2,2181.7,
-545.2,538.9,-269.7,2136.3,
-544.8,539.1,-328.9,2058.8,
-543.7,539.3,-294.7,1935.9,
-534.4,530.8,-175.0,1870.4,
-521.0,516.8,-169.7,1798.3,
-509.0,504.5,-328.9,1663.4,
-496.0,492.8,-373.6,1583.2,
-482.5,480.5,-296.0,1533.8,
-471.4,469.6,-323.7,1428.2,
-460.6,459.0,-273.7,1309.3,
-449.1,448.3,-343.4,1243.8,
-438.7,439.0,-509.2,1197.1,
-428.7,429.0,-546.0,1131.6,
-417.2,415.6,-361.8,1050.1,
-405.7,402.2,-73.7,957.9,
-395.9,391.6,96.0,836.4,
-386.1,381.9,-219.7,744.2,
-376.4,372.1,-186.8,682.7,
-367.7,363.9,-90.8,613.2,
-359.5,357.2,63.2,562.5,
-351.2,350.9,198.7,550.4,
-343.4,344.2,89.5,507.7,
-335.2,336.0,23.7,444.9,
-326.4,326.6,86.8,399.5,
-317.8,316.7,128.9,342.0,
-309.2,306.1,300.0,253.8,
-300.8,295.8,215.8,172.3,
-293.6,288.8,135.5,125.6,
-287.5,283.9,97.4,84.2,
-280.8,277.0,107.9,12.0,
-273.5,268.7,93.4,-66.8,
-266.7,262.3,244.7,-110.9,
-260.3,257.1,314.4,-151.0,
-252.9,250.4,225.0,-176.4,
-240.6,242.5,260.5,-208.4,
-216.5,235.9,289.4,-269.9,
-173.7,232.0,246.0,-314.0,
-112.9,229.6,125.0,-322.0,
-45.9,225.1,290.8,-316.6,
14.0,217.3,373.6,-370.1,
62.1,208.7,365.8,-430.2,
100.1,202.3,378.9,-485.0,
130.6,199.2,414.4,-521.1,
153.7,197.9,523.6,-529.1,
163.9,194.4,453.9,-554.5,
159.3,188.2,276.3,-599.9,
149.8,182.2,281.6,-615.9,
147.8,178.0,390.8,-597.2,
152.4,174.6,377.6,-602.5,
153.0,170.2,225.0,-617.2,
144.2,164.7,122.4,-623.9,
128.4,160.1,109.2,-605.2,
113.4,157.3,200.0,-607.9,
107.3,154.8,248.7,-656.0,
108.1,152.7,15.8,-672.0,
105.3,150.3,-290.8,-692.1,
91.6,146.1,-59.2,-697.4,
70.2,140.8,244.7,-700.1,
52.6,136.1,169.7,-709.4,
48.5,132.9,85.5,-710.8,
57.6,131.1,-27.6,-706.8,
71.7,128.3,-135.5,-716.1,
86.0,124.7,-23.7,-710.8,
101.6,122.5,11.8,-658.7,
117.6,120.7,-10.5,-626.6,
128.0,117.2,100.0,-609.2,
130.1,113.1,-10.5,-611.9,
129.7,110.6,-59.2,-609.2,
137.3,109.4,34.2,-583.8,
158.5,106.4,114.5,-558.5,
187.7,101.0,-27.6,-598.5,
217.5,96.5,-160.5,-614.6,
247.4,94.4,-157.9,-619.9,
277.6,92.3,-81.6,-637.3,
305.8,90.3,-43.4,-653.3,
329.0,89.8,-76.3,-645.3,
343.4,88.6,-101.3,-634.6,
345.5,85.1,-93.4,-644.0,
338.6,81.2,40.8,-664.0,
331.6,79.4,-135.5,-682.7,
330.0,78.7,-67.1,-694.7,
330.8,76.9,2.6,-685.4,
328.7,73.7,-192.1,-698.7,
321.8,72.1,-147.4,-676.0,
312.2,72.5,-282.9,-654.7,
302.0,71.9,-317.1,-656.0,
292.8,69.6,-96.0,-653.3,
286.0,67.0,-101.3,-634.6,
278.7,65.1,38.2,-551.8,
266.0,65.0,35.5,-368.7,
247.1,65.0,-69.7,-145.6,
223.9,62.0,-203.9,26.7,
197.8,51.7,-217.1,156.3,
