"ID:",""
"Name:",""
"Age:","","Sex:","Male"
"Comments:"
""

"Raw Data"

"EEG1","EEG2","EMG","ECG"
11.0,246.9,15.0,55.0,
12.6,232.6,-18.8,20.0,
12.3,163.0,33.8,-22.5,
12.1,166.4,50.0,31.3,
13.0,171.3,51.3,48.8,
13.3,139.4,12.5,53.8,
11.8,140.8,-17.5,2.5,
9.5,157.0,-5.0,-23.8,
7.9,136.8,-33.8,2.5,
6.8,124.1,-18.8,-42.5,
6.5,138.1,0.0,-13.8,
7.1,132.4,-6.3,-7.5,
7.9,117.5,1.3,-3.8,
8.0,124.9,-13.8,0.0,
7.4,126.6,3.8,-13.8,
5.0,112.0,-28.8,1.3,
3.3,109.9,-55.0,-26.3,
2.4,113.0,-60.0,-52.5,
3.6,103.3,-16.3,-51.3,
5.8,98.9,12.5,-7.5,
6.8,105.3,-7.5,22.5,
6.1,102.5,3.8,-3.8,
4.3,95.0,-33.8,5.0,
2.3,94.9,-51.3,-42.5,
1.5,92.4,-55.0,-47.5,
2.8,85.3,-7.5,-48.8,
4.4,85.4,18.8,-6.3,
4.5,87.9,-25.0,23.8,
4.1,83.5,-22.5,-30.0,
4.3,80.0,3.8,-13.8,
4.0,80.6,-30.0,13.8,
3.8,77.8,-7.5,-31.3,
4.3,74.0,-1.3,-15.0,
5.4,74.3,-6.3,0.0,
7.1,74.4,42.5,6.3,
8.1,73.0,47.5,50.0,
7.4,72.9,18.8,47.5,
6.1,71.6,-2.5,6.3,
5.5,67.9,30.0,5.0,
5.3,65.5,8.8,21.3,
5.1,64.8,2.5,6.3,
5.8,63.0,27.5,2.5,
6.9,61.5,32.5,40.0,
8.0,61.8,48.8,36.3,
8.1,61.6,45.0,52.5,
7.4,59.8,28.8,43.8,
6.6,57.9,38.8,27.5,
4.9,56.4,23.8,41.3,
1.4,53.1,-58.8,15.0,
-1.8,48.4,-55.0,-61.3,
-2.4,44.6,-37.5,-58.8,
-0.4,42.9,-17.5,-40.0,
2.8,43.5,37.5,-10.0,
4.0,45.8,15.0,38.8,
2.1,45.9,-32.5,21.3,
-0.6,42.5,-68.8,-31.3,
-0.9,38.9,-20.0,-63.8,
1.1,37.9,13.8,-21.3,
2.5,38.5,0.0,16.3,
2.1,38.9,-8.8,-1.3,
0.9,37.9,-40.0,-7.5,
0.8,35.9,-15.0,-32.5,
2.3,35.0,35.0,-3.8,
3.4,36.0,17.5,36.3,
3.5,36.4,-1.3,13.8,
3.5,35.5,23.8,6.3,
2.8,34.5,10.0,20.0,
1.1,33.0,-23.8,5.0,
-0.1,30.6,-22.5,-26.3,
-0.4,28.8,-11.3,-18.8,
-0.6,27.6,-22.5,-12.5,
-1.3,26.4,-36.3,-28.8,
-1.3,25.1,-28.8,-38.8,
-0.1,24.8,11.3,-27.5,
0.1,25.3,-16.3,10.0,
-1.5,24.6,-65.0,-12.5,
-3.0,22.3,-62.5,-57.5,
-2.8,20.1,-32.5,-57.5,
-1.0,20.1,-3.8,-22.5,
0.4,21.5,-3.8,0.0,
0.3,22.3,-37.5,3.8,
-0.8,21.5,-26.3,-36.3,
-0.5,20.1,-23.8,-27.5,
2.0,20.0,46.3,-16.3,
4.6,22.1,72.5,42.5,
4.1,24.3,17.5,77.5,
0.8,23.0,-55.0,22.5,
-2.0,18.9,-40.0,-50.0,
-2.0,15.8,-5.0,-40.0,
-0.3,15.5,10.0,-1.3,
1.6,16.8,2.5,10.0,
3.0,18.4,46.3,6.3,
3.1,19.6,13.8,50.0,
2.5,19.3,-1.3,2.5,
3.0,18.1,42.5,0.0,
3.9,18.3,37.5,52.5,
3.0,18.6,10.0,50.0,
0.0,17.4,-32.5,10.0,
-3.3,14.0,-61.3,-42.5,
-4.1,10.5,-45.0,-55.0,
-2.0,9.3,5.0,-43.8,
1.6,11.1,40.0,6.3,
4.1,14.5,43.8,45.0,
3.6,16.5,18.8,41.3,
0.4,15.5,-45.0,20.0,
-2.6,12.0,-58.8,-40.0,
-2.6,8.8,-11.3,-61.3,
-0.8,8.8,18.8,-8.8,
0.5,10.6,1.3,16.3,
0.8,11.8,0.0,-1.3,
0.6,11.8,0.0,-3.8,
0.1,11.3,5.0,-2.5,
-0.9,10.3,-33.8,0.0,
-1.3,8.8,-12.5,-45.0,
-0.5,8.1,17.5,-15.0,
0.9,8.8,5.0,5.0,
2.3,9.9,45.0,0.0,
2.5,11.1,22.5,40.0,
1.9,11.3,-8.8,5.0,
1.8,10.5,35.0,-6.3,
1.3,10.3,15.0,40.0,
-0.4,9.5,-43.8,0.0,
-1.0,7.5,-17.5,-33.8,
0.4,6.5,23.8,-22.5,
1.5,7.6,27.5,27.5,
-0.1,8.4,-30.0,30.0,
-2.9,6.6,-61.3,-25.0,
-3.1,3.9,-21.3,-61.3,
-1.4,3.5,21.3,-25.0,
-1.3,5.0,-22.5,22.5,
-2.8,4.9,-61.3,-27.5,
-2.8,3.4,-17.5,-63.8,
-1.4,3.5,26.3,-12.5,
