"ID:",""
"Name:",""
"Age:","","Sex:","Male"
"Comments:"
""

"Raw Data"

"EEG1","EEG2","EMG","ECG"
-65.4,64.6,-351.3,1748.9,
-248.7,245.8,-397.3,1841.0,
-449.7,444.5,-397.3,2121.6,
-546.0,540.0,-522.3,1977.3,
-546.0,540.0,-484.2,1851.7,
-546.0,540.0,-319.7,1911.9,
-546.0,540.0,-323.7,1787.6,
-546.0,540.0,-325.0,1743.5,
-541.3,535.0,9.2,2024.1,
-542.2,536.0,231.6,2188.4,
-546.0,540.0,148.7,2096.2,
-546.0,539.9,696.0,2196.4,
-543.6,537.4,1377.5,2394.2,
-546.0,540.0,218.4,2493.0,
-546.0,540.0,-2227.4,2531.8,
-544.1,537.7,-4090.4,2807.0,
-545.3,539.7,-5352.1,2971.3,
-542.9,540.0,-5179.7,2825.7,
-531.7,538.9,-5388.9,2447.6,
-520.0,539.1,-5216.6,1573.8,
-508.9,540.0,-2276.1,849.7,
-494.5,539.7,-572.3,1010.0,
-480.8,537.7,859.1,1301.3,
-470.0,534.6,1185.4,1452.3,
-457.9,525.0,-342.1,1544.5,
-445.5,512.2,-2103.7,1609.9,
-435.9,501.6,-3172.1,1711.5,
-426.3,490.8,-2649.7,1658.0,
-415.1,477.9,-627.6,1479.0,
-405.1,466.1,-40.8,1333.4,
-396.3,456.3,-669.7,1226.5,
-386.1,444.7,-1830.1,1515.1,
-375.7,431.6,-3491.8,1523.1,
-366.7,420.7,-5153.4,1239.8,
-357.9,412.1,-5374.5,1429.6,
-349.4,404.3,-3506.2,1328.0,
-341.6,395.9,-1290.7,863.1,
-333.2,385.0,280.2,306.0,
-324.3,373.7,1322.2,0.0,
-315.5,365.0,2977.3,151.0,
-298.7,357.5,5110.0,110.9,
-252.7,347.7,5387.6,-507.7,
-164.1,336.0,5375.8,-784.2,
-65.7,324.9,5340.3,-558.5,
-20.9,316.1,5387.6,-801.6,
-32.7,310.0,5387.6,-1495.0,
-29.1,304.7,5346.8,-1795.6,
33.9,297.2,5387.6,-1759.6,
136.8,288.0,5387.6,-1937.2,
253.7,279.4,5365.3,-2298.0,
362.1,272.2,3528.6,-2615.9,
441.3,266.1,1568.3,-2876.5,
490.6,261.5,3341.8,-3006.1,
519.8,258.1,4983.7,-3273.3,
540.0,253.4,5387.6,-3585.9,
545.8,246.9,5139.0,-3734.2,
545.8,239.2,5003.5,-3751.6,
544.9,231.8,5387.6,-3524.4,
545.8,226.0,5387.6,-3207.8,
545.8,220.9,5189.0,-3145.0,
543.8,214.8,4064.1,-3087.6,
544.8,208.5,5387.6,-2891.2,
545.8,203.9,3990.4,-2841.7,
542.5,201.8,-4558.8,-3111.6,
532.5,200.6,-4975.8,-3282.6,
526.5,197.0,-5388.9,-2915.2,
528.6,189.6,948.6,-2526.4,
532.1,180.8,-334.2,-2303.3,
524.5,173.5,-4819.3,-2093.6,
501.8,168.3,-5388.9,-1993.4,
459.7,164.4,-5388.9,-2228.5,
388.7,161.0,-4899.5,-2233.8,
311.4,157.3,-5388.9,-2064.2,
261.2,153.8,-5388.9,-2227.2,
231.7,150.5,-5112.7,-2566.5,
209.7,148.0,-5254.7,-2728.2,
208.7,146.5,-5388.9,-2474.3,
231.1,144.5,-5328.4,-1923.9,
259.0,140.7,-5171.9,-1783.6,
281.0,135.4,-5388.9,-1907.9,
286.0,129.9,-5388.9,-1564.5,
262.8,125.5,-5199.5,-1008.7,
217.3,122.9,-5388.9,-594.5,
163.4,120.9,-5388.9,-275.2,
119.3,118.3,-3903.6,82.8,
113.0,116.0,-2751.0,398.1,
148.1,115.6,-1799.8,804.3,
186.7,115.9,-1356.4,1078.2,
195.4,114.2,-1270.9,825.7,
175.1,109.1,-1531.4,375.4,
149.7,102.7,-838.1,144.3,
141.8,98.8,-367.1,392.8,
152.1,97.1,64.5,1000.7,
162.3,95.9,965.7,1139.6,
161.5,93.9,1547.2,1040.8,
155.1,90.1,2013.0,1126.3,
151.6,85.7,3099.7,1098.2,
150.4,82.5,4449.6,530.4,
147.6,80.4,5378.4,-327.3,
142.6,79.1,5387.6,-708.1,
134.5,78.9,5337.6,-637.3,
122.2,78.5,5332.4,-454.3,
107.3,76.5,5108.7,-173.7,
88.8,74.8,3472.0,12.0,
66.8,74.9,2026.1,9.4,
48.4,75.7,660.5,200.4,
50.8,75.3,484.2,392.8,
94.8,73.3,1392.0,368.7,
194.3,71.1,2728.7,261.9,
331.2,69.2,3618.1,-9.4,
456.9,67.3,3579.9,65.5,
528.6,63.7,3436.5,211.1,
523.2,59.2,3590.4,-13.4,
454.1,56.3,3315.5,157.7,
351.5,55.3,2914.2,483.6,
233.4,53.8,3068.1,203.1,
119.6,51.7,3220.7,-273.9,
26.0,50.9,3148.4,-339.4,
-44.7,52.5,2865.5,-149.6,
-95.2,54.5,2556.3,21.4,
-129.2,53.9,2130.1,21.4,
-157.7,50.4,1664.3,6.7,
-189.3,45.6,1455.1,-50.8,
-220.3,41.9,1668.3,-184.4,
-243.9,40.7,1728.8,-220.4,
-255.8,41.3,1727.5,-72.1,
-262.0,40.6,1695.9,205.7,
-277.6,38.1,1580.1,85.5,
-298.7,35.7,1661.7,-96.2,
-296.3,34.7,1697.2,145.6,
-261.9,34.5,1357.8,252.5,
-234.9,35.1,1064.4,303.3,
-253.0,35.6,919.6,177.7,
-304.7,34.5,577.6,209.8,
-352.2,31.8,498.6,359.4,
-369.9,29.4,549.9,276.6,
-358.0,28.5,521.0,144.3,
-333.8,28.6,339.4,219.1,
-312.4,29.5,457.8,420.8,
-303.2,30.3,710.5,487.7,
-310.3,29.1,375.0,375.4,
-330.6,26.9,23.7,200.4,
-358.7,26.1,-294.7,346.0,
-389.2,23.3,-467.1,554.5,
-412.7,1.3,-622.3,418.2,
-420.9,-49.8,-632.8,394.1,
-409.5,-112.5,-489.4,570.5,
-370.7,-170.0,-402.6,502.3,
-301.5,-213.4,-447.3,422.2,
-221.0,-224.8,-402.6,395.5,
-159.8,-205.2,-300.0,574.5,
-129.2,-177.6,-105.3,749.5,
-114.0,-153.1,-55.3,688.1,
-94.9,-132.4,-159.2,607.9,
-68.4,-127.9,-238.1,539.8,
-43.6,-145.2,-451.3,152.3,
-26.1,-168.5,-660.5,-138.9,
-11.6,-185.0,-823.6,-50.8,
