"ID:",""
"Name:",""
"Age:","","Sex:","Male"
"Comments:"
""

"Raw Data"

"EEG1","EEG2","EMG","ECG"
-65.4,64.6,-306.5,1087.5,
-248.7,245.8,-569.7,1291.9,
-449.7,444.5,-448.6,1535.1,
-546.0,540.0,-143.4,1295.9,
-546.0,540.0,-340.8,1265.2,
-546.0,540.0,-517.1,1465.6,
-546.0,540.0,-501.3,1344.0,
-546.0,540.0,-526.3,1207.8,
-541.3,535.0,-673.6,1318.7,
-542.2,536.0,-403.9,1286.6,
-546.0,540.0,227.6,1096.9,
-546.0,539.9,-198.7,1118.3,
-543.6,537.4,-892.0,1153.0,
-546.0,540.0,-739.4,1010.0,
-546.0,540.0,-346.0,959.3,
-544.1,537.7,-507.8,984.7,
-546.0,539.7,-721.0,889.8,
-546.0,540.0,-807.8,816.3,
-545.2,533.7,-659.1,843.0,
-545.3,524.4,-321.0,812.3,
-546.0,513.7,-340.8,708.1,
-546.0,499.4,-606.5,670.7,
-545.0,486.5,-364.4,686.7,
-546.0,476.3,-253.9,611.9,
-546.0,464.0,-107.9,578.5,
-544.2,451.5,-81.6,578.5,
-540.4,441.5,36.8,538.4,
-531.6,431.2,-113.1,506.4,
-518.2,420.3,-64.5,541.1,
-505.3,411.0,284.2,547.8,
-493.2,401.3,415.7,502.3,
-479.7,388.5,461.8,458.3,
-466.9,377.1,513.1,406.2,
-456.3,370.0,335.5,359.4,
-445.3,362.1,405.2,340.7,
-433.6,350.9,372.3,289.9,
-422.8,340.1,294.7,201.7,
-412.7,332.3,360.5,124.3,
-402.5,325.8,175.0,106.9,
-393.1,319.0,240.8,113.6,
-383.7,310.9,63.2,88.2,
-373.7,301.8,-90.8,62.8,
-364.3,294.2,-321.0,42.8,
-356.2,288.9,-378.9,48.1,
-348.0,283.1,-227.6,45.4,
-339.6,276.3,-255.2,57.4,
-331.6,269.9,-103.9,78.8,
-323.5,262.9,-240.8,100.2,
-314.8,254.8,-494.7,141.6,
-306.6,247.2,-453.9,265.9,
-299.0,240.9,-180.2,454.3,
-291.5,234.6,-122.4,670.7,
-284.2,228.0,-238.1,855.1,
-277.4,222.5,-309.2,909.8,
-271.1,218.6,-121.0,615.9,
-265.1,214.9,-126.3,-30.7,
-258.7,209.5,-152.6,-649.3,
-251.9,202.8,-130.3,-964.6,
-245.5,197.4,-169.7,-974.0,
-239.7,192.9,-97.4,-756.2,
-233.7,187.4,-31.6,-489.0,
-227.7,181.6,-123.7,-236.5,
-221.9,176.3,-176.3,-68.1,
-216.6,172.0,-201.3,-53.4,
-211.8,169.7,-144.7,-61.5,
-207.4,168.5,30.3,-22.7,
-202.7,165.8,200.0,-25.4,
-197.5,161.1,168.4,-32.1,
-192.2,155.6,159.2,-18.7,
-187.1,149.7,200.0,-12.0,
-182.3,144.3,167.1,-10.7,
-177.7,135.2,282.9,-16.0,
-173.1,116.7,196.0,-5.3,
-169.0,97.4,-109.2,-9.4,
-165.5,80.0,-103.9,-1.3,
-162.2,44.4,188.1,25.4,
-158.6,-8.3,78.9,29.4,
-154.7,-53.8,-146.0,36.1,
-151.0,-91.8,-36.8,52.1,
-147.4,-131.1,89.5,64.1,
-143.4,-161.0,94.7,60.1,
-139.2,-177.2,223.7,50.8,
-135.3,-189.0,357.9,78.8,
-132.2,-195.8,446.0,93.5,
-129.3,-197.7,264.4,93.5,
-126.2,-205.8,402.6,104.2,
-123.2,-220.9,315.8,109.6,
-120.1,-231.2,161.8,98.9,
-117.2,-236.7,26.3,120.2,
-114.4,-243.6,-131.6,113.6,
-111.6,-246.7,-80.3,128.3,
-108.6,-244.0,-176.3,118.9,
-105.8,-242.4,-300.0,117.6,
-103.4,-244.7,-377.6,124.3,
-100.8,-246.5,-150.0,124.3,
-98.0,-244.6,-305.2,121.6,
-95.4,-239.5,-526.3,120.2,
-93.4,-232.1,-439.4,126.9,
-92.0,-227.1,-71.0,136.3,
-90.2,-228.5,165.8,125.6,
-88.0,-235.0,-85.5,112.2,
-85.6,-244.2,-135.5,86.8,
-83.4,-255.4,-126.3,74.8,
-81.8,-264.1,-27.6,49.4,
-80.2,-266.9,113.1,37.4,
-78.0,-266.4,122.4,4.0,
-75.4,-264.4,422.3,-60.1,
-73.2,-260.2,96.0,-108.2,
-71.4,-255.4,-506.5,-130.9,
-70.0,-251.7,-571.0,-141.6,
-68.4,-247.6,-157.9,-167.0,
-66.4,-246.5,19.7,-197.7,
-64.2,-256.6,-275.0,-215.1,
-62.4,-279.8,-328.9,-233.8,
-60.9,-307.8,-425.0,-255.2,
-60.0,-332.4,-552.6,-241.8,
-59.4,-351.3,-614.4,-240.5,
-58.6,-365.0,-456.5,-232.5,
-57.2,-375.4,-153.9,-228.5,
-55.4,-384.4,-7.9,-227.1,
-54.0,-391.2,-101.3,-232.5,
-52.9,-392.7,-313.1,-227.1,
-51.2,-387.3,-230.2,-223.1,
-43.6,-377.1,-167.1,-251.2,
-29.2,-366.3,-348.6,-257.9,
-20.7,-359.2,-230.2,-275.2,
-13.6,-356.8,-756.5,-276.6,
14.1,-355.9,-928.9,-283.2,
50.8,-352.3,-644.7,-276.6,
75.2,-343.2,-448.6,-267.2,
106.8,-328.7,-234.2,-265.9,
152.7,-311.7,-175.0,-265.9,
186.3,-292.2,-360.5,-251.2,
208.7,-264.4,-438.1,-237.8,
237.8,-223.1,-380.2,-229.8,
261.5,-173.4,-428.9,-233.8,
269.8,-129.9,-180.2,-247.2,
276.6,-103.8,-273.7,-252.5,
284.8,-94.7,-296.0,-257.9,
290.4,-95.5,-31.6,-244.5,
305.1,-98.8,144.7,-224.5,
331.9,-101.8,-181.6,-204.4,
357.6,-107.7,-109.2,-179.0,
380.7,-117.6,-317.1,-183.0,
406.7,-129.2,-273.7,-172.3,
429.2,-141.2,-386.8,-159.0,
443.5,-152.6,-513.1,-159.0,
455.3,-158.2,-198.7,-187.0,
465.3,-150.3,-135.5,-201.7,
468.8,-129.6,-676.2,-179.0,
467.0,-108.0,-651.3,-165.7,
459.2,-98.5,-547.3,-156.3,
438.3,-106.9,-309.2,-164.3,
404.9,-127.8,-201.3,-163.0,
368.3,-150.1,-51.3,-160.3,
334.8,-168.5,35.5,-168.3,
310.2,-183.2,60.5,-176.4,
297.2,-194.4,-42.1,-185.7,
291.6,-201.8,-198.7,-176.4,
286.8,-204.0,-193.4,-153.6,
281.2,-202.2,-227.6,-128.3,
275.4,-200.6,-255.2,-104.2,
269.9,-201.5,-244.7,-92.2,
267.6,-202.5,-125.0,-104.2,
269.9,-202.0,-244.7,-129.6,
270.2,-203.5,-476.3,-151.0,
261.9,-211.1,-555.2,-143.0,
249.7,-221.9,-251.3,-121.6,
244.5,-227.3,-44.7,-143.0,
253.0,-221.7,-219.7,-189.7,
274.4,-206.4,-303.9,-224.5,
301.2,-186.9,-392.1,-241.8,
323.1,-170.6,-439.4,-245.8,
331.9,-163.6,-361.8,-245.8,
327.6,-166.0,-452.6,-241.8,
316.8,-172.6,-419.7,-215.1,
305.9,-178.7,-169.7,-212.4,
297.6,-182.5,-101.3,-205.7,
292.3,-184.0,-48.7,-176.4,
289.6,-183.4,343.4,-153.6,
289.2,-181.2,77.6,-126.9,
290.3,-176.7,-611.8,-48.1,
293.8,-167.9,-785.4,113.6,
302.3,-152.0,-332.9,326.0,
316.3,-128.4,-134.2,551.8,
330.4,-98.1,-343.4,733.5,
336.3,-63.6,-610.5,749.5,
330.6,-30.1,-390.8,375.4,
320.3,-6.7,-257.9,-301.9,
314.6,-0.8,-485.5,-832.3,
314.8,-9.9,-661.8,-1023.4,
314.8,-24.7,-606.5,-953.9,
308.2,-39.0,-419.7,-712.1,
293.6,-53.0,-392.1,-434.2,
276.0,-67.6,-578.9,-207.1,
261.9,-80.4,-760.5,-92.2,
256.0,-89.9,-747.3,-57.4,
258.7,-100.1,-306.5,-54.8,
264.8,-114.5,-238.1,-37.4,
268.2,-131.7,-640.7,-45.4,
267.2,-146.5,-784.1,-53.4,
265.5,-151.6,-717.0,-30.7,
263.8,-147.0,-872.3,-1.3,
257.6,-142.0,-1085.4,-8.0,
243.7,-143.7,-1039.4,-21.4,
223.0,-150.3,-967.0,5.3,
199.3,-156.5,-1280.1,9.4,
179.9,-159.2,-1517.0,12.0,
173.4,-157.2,-1005.2,8.0,
178.1,-153.0,-1123.6,5.3,
184.1,-151.6,-1584.1,0.0,
185.7,-154.2,-1540.6,-9.4,
184.7,-156.3,-1282.8,-13.4,
185.9,-154.5,-976.2,5.3,
194.3,-149.7,-1270.9,32.1,
210.3,-144.3,-1303.8,53.4,
224.7,-138.2,-915.7,84.2,
228.6,-126.7,-794.7,105.5,
222.9,-107.6,-976.2,94.9,
215.1,-85.6,-1073.6,108.2,
209.8,-68.2,-1202.5,121.6,
204.3,-59.6,-1036.7,140.3,
192.7,-59.6,-943.3,159.0,
176.2,-64.1,-618.4,148.3,
165.9,-66.1,-667.0,141.6,
171.4,-57.8,-1076.2,140.3,
190.5,-37.1,-1028.8,126.9,
213.9,-10.8,-788.1,116.2,
235.0,9.8,-798.6,94.9,
251.9,18.9,-992.0,84.2,
266.0,20.2,-944.6,101.5,
277.0,18.6,-576.3,101.5,
281.9,13.3,-126.3,89.5,
281.8,2.8,213.1,66.8,
280.4,-9.5,-161.8,30.7,
281.2,-18.6,-255.2,14.7,
286.2,-24.4,257.9,1.3,
292.8,-31.1,634.1,-26.7,
294.2,-43.6,680.2,-61.5,
283.4,-64.7,335.5,-76.2,
260.7,-92.8,300.0,-81.5,
235.9,-118.5,315.8,-113.6,
219.8,-131.3,475.0,-161.7,
215.7,-127.9,409.2,-201.7,
220.7,-114.1,30.3,-205.7,
229.0,-99.8,-210.5,-187.0,
232.3,-94.8,-176.3,-199.1,
225.4,-102.9,344.7,-208.4,
207.7,-120.5,523.6,-207.1,
179.3,-144.9,52.6,-201.7,
140.6,-175.4,15.8,-225.8,
96.9,-206.2,439.4,-256.5,
57.0,-225.9,856.5,-291.3,
27.7,-227.6,673.6,-287.2,
9.3,-217.3,478.9,-265.9,
-4.3,-208.0,659.1,-237.8,
-20.5,-207.4,781.5,-228.5,
-41.7,-214.5,1005.2,-229.8,
-62.1,-220.7,984.1,-227.1,
-72.2,-216.3,571.0,-205.7,
-65.3,-197.4,403.9,-191.1,
-43.6,-170.1,259.2,-164.3,
-18.1,-144.4,438.1,-122.9,
0.8,-123.0,543.4,-97.5,
11.3,-100.9,415.7,-101.5,
17.7,-74.0,211.8,-117.6,
22.7,-45.2,202.6,-141.6,
28.0,-18.6,478.9,-149.6,
36.7,4.2,813.1,-141.6,
47.2,21.5,928.9,-126.9,
54.4,33.1,621.0,-108.2,
56.8,41.3,342.1,-104.2,
56.4,46.0,559.2,-88.2,
54.8,45.1,623.6,-72.1,
52.1,38.2,522.3,-65.5,
47.2,28.2,653.9,-53.4,
38.9,18.7,261.8,-20.0,
28.9,13.2,127.6,-18.7,
17.7,13.8,335.5,-1.3,
0.9,18.7,468.4,29.4,
-26.1,20.4,269.7,24.0,
-62.2,11.7,106.6,10.7,
-100.1,-7.4,-11.8,6.7,
-128.1,-28.2,-277.6,8.0,
-140.2,-40.4,-475.0,-12.0,
-144.6,-42.3,-753.9,1.3,
-153.8,-43.4,-740.7,6.7,
-169.9,-52.7,-521.0,9.4,
-185.5,-73.3,-442.1,26.7,
-195.7,-102.9,-614.4,34.7,
-198.7,-131.5,-563.1,32.1,
-191.3,-147.0,18.4,34.7,
-176.7,-147.2,694.7,45.4,
-169.8,-141.0,1173.6,65.5,
-182.7,-139.6,1310.4,53.4,
-213.4,-149.4,1515.6,42.8,
-248.1,-166.7,1488.0,62.8,
-269.9,-180.9,1280.1,68.1,
-269.6,-184.9,882.8,29.4,
-250.7,-183.2,1118.3,-14.7,
-221.9,-183.4,1460.4,-77.5,
-189.5,-183.7,1509.1,-118.9,
-158.6,-176.7,1181.5,-117.6,
-131.0,-158.4,1035.4,-134.9,
-101.8,-131.2,1270.9,-145.6,
-68.5,-105.2,1494.6,-130.9,
-36.0,-87.6,1311.7,-141.6,
-5.9,-70.3,903.9,-169.7,
26.5,-44.8,756.5,-169.7,
57.2,-19.4,778.9,-153.6,
74.1,-6.9,1142.0,-116.2,
72.9,-7.6,1114.4,1.3,
61.4,-14.4,709.1,191.1,
