"ID:",""
"Name:",""
"Age:","","Sex:","Male"
"Comments:"
""

"Raw Data"

"EEG1","EEG2","EMG","ECG"
-65.4,-48.9,-4924.5,2477.0,
-248.7,-176.6,-5187.6,2549.1,
-449.7,-287.3,3957.5,2932.6,
-546.0,-307.5,5100.8,2593.2,
-546.0,-266.5,-448.6,2558.5,
-546.0,-211.6,4475.9,3035.5,
-546.0,-165.9,3551.0,3059.5,
-546.0,-128.7,-2662.9,2788.3,
-541.3,-99.4,1123.6,2505.1,
-542.2,-83.3,1989.3,1656.7,
-546.0,-85.8,5387.6,563.8,
-546.0,-107.6,5387.6,124.3,
-543.6,-140.6,3177.3,237.8,
-546.0,-173.4,4887.7,263.2,
-546.0,-202.2,5387.6,360.7,
-544.1,-230.2,4602.2,652.0,
-546.0,-260.3,4085.1,644.0,
-546.0,-290.6,5387.6,422.2,
-545.0,-316.9,5387.6,418.2,
-543.3,-332.3,4074.6,411.5,
-539.4,-330.9,5387.6,310.0,
-528.0,-312.5,5387.6,339.4,
-514.5,-282.9,4516.7,403.5,
-503.2,-247.4,5219.2,351.4,
-490.4,-211.0,5387.6,340.7,
-476.4,-180.4,5064.0,372.8,
-464.6,-159.0,4895.6,310.0,
-453.5,-146.0,5387.6,249.8,
-441.3,-139.3,5387.6,248.5,
-430.4,-133.8,4881.1,197.7,
-420.5,-122.1,5387.6,58.8,
-410.0,-104.4,5387.6,-52.1,
-399.9,-87.6,4790.3,-94.9,
-390.7,-67.0,4927.1,-137.6,
-380.5,-30.9,5203.4,-141.6,
-370.5,19.1,4711.4,-78.8,
-362.5,67.3,4521.9,9.4,
-354.7,101.8,4790.3,44.1,
-345.8,123.2,4491.7,66.8,
-337.2,134.9,4150.9,98.9,
-329.2,135.4,2980.0,128.3,
-321.0,121.7,2690.5,167.0,
-313.0,95.1,3743.0,259.2,
-305.8,64.1,2473.4,275.2,
-298.3,40.6,-674.9,323.3,
-290.4,32.7,2303.7,367.4,
-283.4,39.3,2609.0,390.1,
-276.8,51.6,-3799.6,374.1,
-270.3,62.4,-1524.8,348.7,
-264.0,68.0,2831.3,327.3,
-257.8,66.2,-2423.4,334.0,
-251.1,59.1,-1631.4,348.7,
-244.6,52.6,1449.9,376.8,
-238.5,49.4,288.1,352.7,
-233.3,49.2,-2002.4,201.7,
-228.7,52.5,-884.1,16.0,
-223.5,60.4,421.0,-106.9,
-219.0,70.5,-1972.2,-140.3,
-215.3,81.1,-3332.6,-153.6,
-209.3,95.1,1193.3,-248.5,
-201.9,113.5,2441.9,-263.2,
-195.5,127.3,1885.3,-343.4,
-190.7,128.0,797.3,-499.7,
-187.0,121.7,-119.7,-615.9,
-182.3,117.4,-1277.5,-710.8,
-177.5,114.5,431.5,-758.9,
-173.7,108.7,1131.5,-847.0,
-169.5,101.1,-1532.7,-963.3,
-164.9,98.0,572.3,-988.7,
-160.9,103.4,692.0,-1010.0,
-157.1,117.8,148.7,-1072.8,
-153.1,140.2,824.9,-1075.5,
-149.4,165.0,264.4,-1091.5,
-146.2,182.1,-1081.5,-1153.0,
-143.4,185.9,-721.0,-1301.3,
-140.5,179.7,-873.6,-1344.0,
-136.9,172.0,1748.5,-1372.1,
-133.0,168.4,589.4,-1401.5,
-129.3,167.7,1231.5,-1413.5,
-126.0,165.4,428.9,-1468.3,
-122.9,161.3,57.9,-1572.5,
-119.7,162.3,10.5,-1600.6,
-116.9,173.7,-172.4,-1684.7,
-114.5,191.9,-4620.6,-1806.3,
-113.8,206.8,-755.2,-1985.3,
-113.7,207.3,-3030.0,-2002.7,
-110.0,191.1,-300.0,-2080.2,
-105.8,164.3,-1148.6,-2168.4,
-104.2,132.3,-4478.5,-2187.1,
-101.6,101.5,-3894.4,-2228.5,
-98.2,83.5,-3565.4,-2253.9,
-96.9,85.8,-2140.6,-2223.2,
-96.0,103.8,-3031.3,-2184.4,
-92.4,123.3,-5388.9,-2145.7,
-88.8,135.2,-1357.8,-2136.3,
-87.3,140.3,-3594.4,-2064.2,
-85.6,140.7,-1345.9,-2064.2,
-83.4,133.7,-1691.9,-2136.3,
-81.3,118.2,-4721.9,-2089.6,
-78.9,98.1,1019.6,-2030.8,
-76.2,78.1,-3464.1,-1914.5,
-72.8,59.2,-1938.0,-1835.7,
-68.8,44.4,906.5,-1854.4,
-64.2,39.8,-150.0,-1763.6,
-61.2,44.7,-276.3,-1782.3,
-62.6,47.9,-698.6,-1687.4,
-66.6,40.5,1522.2,-1635.3,
-68.4,25.6,-705.2,-1545.8,
-65.6,11.9,-1522.2,-1509.7,
-62.5,6.3,-125.0,-1520.4,
-61.6,9.9,-3066.8,-1408.2,
-60.0,15.4,-1215.7,-1426.9,
-58.2,17.5,71.0,-1397.5,
-57.2,17.4,-1652.5,-1338.7,
-56.1,16.7,351.3,-1320.0,
-51.6,18.9,-2724.7,-1158.3,
-37.3,28.0,1160.4,-1022.1,
-21.2,43.1,-421.0,-678.7,
-9.7,60.5,-2802.4,-213.8,
23.5,79.1,-515.7,159.0,
80.8,100.2,-3203.6,388.8,
118.6,120.5,-814.4,80.2,
137.0,129.8,-806.5,-790.9,
167.5,119.9,-2760.3,-1559.1,
193.4,91.5,446.0,-2044.1,
199.1,53.3,-911.8,-1998.7,
209.7,19.8,1142.0,-1698.1,
227.0,0.9,-159.2,-1305.3,
232.2,-4.5,-1264.3,-1011.4,
236.5,-4.2,-565.7,-825.7,
249.4,-5.0,-352.6,-794.9,
253.4,-5.4,-886.8,-849.7,
249.5,-1.1,159.2,-857.7,
254.8,5.7,2202.4,-792.3,
263.4,7.0,744.7,-710.8,
263.0,-2.4,1910.3,-642.6,
255.9,-19.8,647.3,-630.6,
240.7,-36.3,-31.6,-640.0,
213.0,-46.8,681.5,-623.9,
182.3,-54.1,-776.2,-557.1,
158.9,-62.5,1514.3,-483.6,
142.4,-68.8,-396.0,-398.1,
138.4,-63.3,264.4,-366.1,
153.8,-43.5,-518.4,-344.7,
180.9,-19.4,621.0,-326.0,
209.1,0.3,-336.8,-275.2,
238.5,18.1,767.0,-271.2,
267.0,39.0,-265.8,-229.8,
287.6,60.1,-731.5,-196.4,
300.2,74.9,-680.2,-159.0,
308.6,82.8,534.2,-108.2,
312.7,85.3,-610.5,-126.9,
314.6,80.2,371.0,-109.6,
321.0,65.7,-601.3,-58.8,
333.0,43.6,635.5,-102.9,
343.8,17.9,-597.3,-108.2,
347.5,-5.3,648.6,-159.0,
343.9,-20.4,-390.8,-184.4,
335.8,-26.4,-2119.5,-132.3,
328.3,-25.3,-755.2,-86.8,
325.6,-19.8,-876.2,-41.4,
325.9,-11.6,-398.6,-49.4,
325.4,-2.9,372.3,-17.4,
324.3,4.9,3172.1,26.7,
323.1,13.1,5387.6,52.1,
319.4,23.9,3916.7,28.1,
312.3,38.8,985.4,-8.0,
303.6,55.9,155.2,-21.4,
293.6,72.4,867.0,-9.4,
282.0,87.4,-127.6,18.7,
270.7,103.0,-2456.3,21.4,
260.6,119.7,-1118.3,33.4,
251.9,132.9,319.7,52.1,
246.9,134.2,3797.0,93.5,
243.8,117.5,2186.6,21.4,
235.3,85.2,2722.1,-84.2,
219.4,46.0,849.9,-80.2,
201.3,6.1,5387.6,-17.4,
184.1,-31.0,5387.6,-25.4,
169.1,-58.9,852.5,-93.5,
157.3,-73.6,4364.0,-118.9,
151.6,-78.2,4504.8,-133.6,
157.3,-73.8,2003.7,-159.0,
175.9,-55.1,4329.8,-163.0,
199.0,-22.7,2980.0,-134.9,
212.6,8.6,3589.1,-68.1,
209.5,22.8,2323.5,-90.9,
195.7,19.3,-1666.9,-183.0,
183.3,9.1,-560.5,-184.4,
181.0,0.9,794.7,-121.6,
187.4,-5.3,-2705.0,-56.1,
192.3,-13.3,-1810.3,-30.7,
187.5,-23.1,805.2,-141.6,
175.7,-27.3,39.5,-243.2,
165.5,-19.5,-152.6,-208.4,
163.3,-1.1,-1115.7,-104.2,
168.6,22.7,967.0,-56.1,
177.7,48.0,-735.5,-29.4,
188.1,72.3,-3864.1,41.4,
198.9,90.1,-259.2,65.5,
210.6,98.6,-3448.3,78.8,
225.5,104.2,-888.1,40.1,
245.4,115.5,182.9,37.4,
267.8,134.9,2982.6,90.9,
283.8,155.9,703.9,89.5,
279.4,168.7,1505.1,92.2,
251.3,169.6,507.8,86.8,
214.6,163.5,2070.8,24.0,
187.8,157.4,2539.2,-50.8,
178.3,156.0,-311.8,-94.9,
181.7,160.0,2023.5,-118.9,
188.3,164.3,1965.6,-136.3,
189.8,159.0,894.6,-156.3,
182.6,136.1,2789.2,-184.4,
170.3,98.8,144.7,-243.2,
157.3,58.7,1023.6,-296.6,
140.1,22.4,843.3,-267.2,
115.6,-10.8,2290.6,-200.4,
90.1,-38.1,2532.6,-221.8,
75.4,-50.6,160.5,-228.5,
78.4,-45.8,-2070.8,-255.2,
94.2,-31.1,-1285.4,-257.9,
111.2,-15.3,560.5,-212.4,
119.7,-1.7,2645.8,-134.9,
115.3,6.3,373.6,109.6,
98.0,7.4,-1326.2,526.4,
71.4,8.0,-2241.9,835.0,
37.7,15.2,-942.0,939.2,
1.9,25.8,-3578.6,638.6,
-22.1,30.7,-1505.1,-203.1,
-25.6,22.8,-3757.5,-1115.6,
-16.3,2.6,-936.7,-1747.5,
-4.8,-21.2,-5388.9,-1771.6,
7.5,-39.3,-5388.9,-1532.4,
21.1,-50.2,-1040.7,-1265.2,
36.5,-56.3,-5388.9,-912.5,
55.8,-57.1,-5388.9,-784.2,
76.9,-53.8,-2547.1,-756.2,
95.7,-55.1,-4231.2,-682.7,
110.1,-69.1,1448.5,-670.7,
122.5,-89.1,-4112.8,-646.6,
134.5,-104.3,-1924.8,-689.4,
