"ID:",""
"Name:",""
"Age:","","Sex:","Male"
"Comments:"
""

"Raw Data"

"EEG1","EEG2","EMG","ECG"
-65.4,-64.7,-43.4,2241.9,
-248.7,-246.1,-5.3,2738.9,
-449.7,-444.9,43.4,3364.1,
-546.0,-540.1,-13.2,3361.5,
-546.0,-540.1,-51.3,3460.3,
-546.0,-540.1,2.6,3917.2,
-546.0,-540.1,-9.2,4041.5,
-546.0,-540.1,-59.2,4002.7,
-541.3,-535.5,-48.7,4255.3,
-542.2,-536.4,-59.2,4346.1,
-546.0,-540.1,-96.0,4192.5,
-546.0,-540.1,-100.0,4225.9,
-543.6,-537.7,-75.0,4324.7,
-546.0,-540.1,-105.3,4200.5,
-546.0,-540.1,-132.9,4128.3,
-544.1,-538.3,-136.8,4192.5,
-546.0,-540.1,-153.9,4096.3,
-546.0,-540.1,-148.7,3929.3,
-544.5,-539.3,-117.1,3885.2,
-541.2,-539.5,-123.7,3799.7,
-534.9,-540.1,-164.5,3607.3,
-520.9,-540.1,-165.8,3493.7,
-505.8,-539.2,-157.9,3372.1,
-494.6,-540.1,-138.1,3205.1,
-482.9,-538.1,-121.0,3058.2,
-470.1,-529.8,-98.7,2944.6,
-459.4,-519.4,-93.4,2768.3,
-449.1,-506.9,-84.2,2595.9,
-437.5,-492.9,-53.9,2490.4,
-426.9,-480.7,-52.6,2367.4,
-417.1,-469.4,-38.2,2187.1,
-405.9,-457.0,-2.6,2045.5,
-395.2,-445.3,44.7,1910.5,
-386.4,-435.3,78.9,1776.9,
-377.6,-425.0,106.6,1646.0,
-368.3,-414.6,157.9,1520.4,
-359.6,-405.1,194.7,1368.1,
-350.8,-395.3,218.4,1213.1,
-341.2,-384.9,223.7,1062.1,
-332.2,-374.9,289.4,901.8,
-323.8,-365.1,321.0,716.1,
-315.6,-355.8,340.8,565.1,
-308.3,-347.3,326.3,424.9,
-301.6,-339.7,342.1,275.2,
-294.7,-332.0,361.8,168.3,
-287.8,-324.3,373.6,82.8,
-281.0,-316.6,352.6,-6.7,
-273.8,-308.4,386.8,-156.3,
-266.4,-300.3,380.2,-307.3,
-259.8,-293.0,367.1,-415.5,
-253.4,-285.9,352.6,-537.1,
-246.9,-278.5,330.2,-631.9,
-240.7,-271.5,328.9,-689.4,
-235.4,-265.3,315.8,-754.9,
-230.2,-259.2,294.7,-821.7,
-224.6,-253.1,271.0,-891.1,
-219.0,-247.0,265.8,-971.3,
-213.8,-241.2,273.7,-1043.4,
-208.7,-235.2,242.1,-1102.2,
-203.5,-229.2,244.7,-1167.7,
-198.3,-223.2,231.6,-1223.8,
-193.3,-217.7,198.7,-1255.9,
-188.5,-212.4,197.3,-1282.6,
-184.1,-207.4,200.0,-1304.0,
-179.8,-202.5,197.3,-1344.0,
-175.4,-197.7,175.0,-1382.8,
-171.1,-192.9,147.4,-1404.2,
-166.9,-188.2,156.6,-1408.2,
-162.7,-183.4,175.0,-1448.3,
-158.5,-178.7,157.9,-1516.4,
-154.1,-174.1,138.1,-1585.9,
-150.0,-169.7,126.3,-1639.3,
-146.4,-165.5,159.2,-1687.4,
-143.3,-161.5,160.5,-1714.1,
-140.4,-157.8,143.4,-1723.5,
-137.3,-154.5,121.0,-1728.8,
-134.2,-151.2,115.8,-1720.8,
-130.9,-147.7,121.0,-1723.5,
-127.3,-143.7,98.7,-1736.8,
-123.8,-139.6,82.9,-1752.9,
-120.5,-136.0,94.7,-1751.5,
-117.7,-132.9,82.9,-1746.2,
-115.4,-130.4,73.7,-1746.2,
-113.6,-128.2,59.2,-1716.8,
-111.4,-125.5,47.4,-1699.4,
-108.6,-122.4,67.1,-1686.1,
-105.8,-119.3,61.8,-1703.4,
-103.2,-116.6,18.4,-1708.8,
-100.6,-113.7,19.7,-1744.9,
-97.8,-110.2,36.8,-1760.9,
-95.0,-107.1,32.9,-1771.6,
-93.0,-105.0,3.9,-1763.6,
-91.6,-103.4,-15.8,-1738.2,
-89.8,-101.4,-38.2,-1724.8,
-87.3,-98.6,-44.7,-1727.5,
-84.4,-95.3,-75.0,-1748.9,
-81.7,-92.3,-89.5,-1774.2,
-79.7,-90.1,-78.9,-1751.5,
-78.5,-88.6,-100.0,-1686.1,
-77.4,-87.3,-139.5,-1623.3,
-75.6,-85.3,-123.7,-1595.2,
-73.3,-82.8,-96.0,-1564.5,
