"ID:",""
"Name:",""
"Age:","","Sex:","Male"
"Comments:"
""

"Raw Data"

"EEG1","EEG2","EMG","ECG"
-65.4,-64.7,163.1,3639.3,
-248.7,-246.1,71.0,3738.2,
-449.7,-444.9,-47.4,4176.4,
-546.0,-540.1,22.4,3660.7,
-546.0,-540.1,28.9,3372.1,
-546.0,-540.1,-86.8,3735.5,
-546.0,-540.1,-53.9,3524.4,
-546.0,-540.1,0.0,3091.6,
-541.3,-535.5,-53.9,3213.2,
-542.2,-536.4,-77.6,3174.4,
-546.0,-540.1,-26.3,2756.2,
-546.0,-540.1,-39.5,2697.4,
-543.6,-537.7,-68.4,2734.9,
-546.0,-540.1,-36.8,2399.5,
-546.0,-540.1,-15.8,2189.8,
-544.1,-538.3,-17.1,2216.5,
-546.0,-540.1,14.5,1994.7,
-546.0,-540.1,61.8,1699.4,
-545.2,-539.3,31.6,1650.0,
-544.5,-539.5,0.0,1563.2,
-542.6,-540.1,28.9,1322.7,
-532.5,-540.1,28.9,1229.1,
-518.8,-539.2,-11.8,1175.7,
-506.5,-540.1,-56.6,960.6,
-492.9,-540.0,-57.9,803.0,
-478.9,-535.0,-71.0,769.6,
-467.8,-527.7,-38.2,654.7,
-457.6,-517.2,-2.6,521.1,
-446.5,-504.0,-22.4,478.3,
-436.7,-492.0,-27.6,398.1,
-426.9,-480.8,80.3,261.9,
-415.5,-468.0,177.6,161.7,
-404.1,-455.6,222.3,89.5,
-394.4,-444.8,275.0,-28.1,
-384.5,-433.7,238.1,-94.9,
-374.7,-422.4,242.1,-126.9,
-365.9,-412.2,281.6,-211.1,
-357.3,-402.6,272.3,-295.3,
-349.0,-393.1,181.6,-347.4,
-340.8,-383.9,127.6,-418.2,
-332.2,-374.2,239.4,-525.1,
-323.0,-364.1,273.7,-570.5,
-314.4,-354.7,139.5,-621.3,
-307.2,-346.7,-1.3,-670.7,
-300.3,-338.8,-60.5,-717.4,
-293.4,-330.9,-146.0,-761.5,
-286.6,-323.2,-261.8,-794.9,
-279.4,-315.2,-215.8,-832.3,
-272.0,-307.0,-206.6,-855.1,
-265.6,-299.9,-267.1,-871.1,
-260.0,-293.7,-327.6,-897.8,
-254.2,-287.2,-305.2,-933.9,
-247.9,-280.0,-209.2,-968.6,
-241.7,-272.7,-152.6,-999.4,
-235.5,-265.8,-136.8,-1035.4,
-229.9,-259.4,-60.5,-1040.8,
-224.9,-253.4,23.7,-1043.4,
-219.7,-247.5,1.3,-1051.5,
-213.9,-241.2,77.6,-1064.8,
-207.9,-234.5,168.4,-1092.9,
-202.2,-228.1,118.4,-1124.9,
-197.4,-222.7,100.0,-1145.0,
-193.3,-217.8,159.2,-1169.0,
-188.7,-212.7,146.0,-1213.1,
-183.8,-207.3,39.5,-1230.5,
-179.3,-202.3,71.0,-1213.1,
-175.3,-197.8,163.1,-1194.4,
-171.0,-193.1,102.6,-1199.8,
-166.3,-187.9,46.0,-1205.1,
-161.9,-183.0,-61.8,-1215.8,
-158.3,-178.9,-128.9,-1206.4,
-155.1,-175.1,-110.5,-1201.1,
-151.8,-171.3,-123.7,-1202.4,
-148.5,-167.6,-117.1,-1177.0,
-145.3,-163.9,-93.4,-1158.3,
-141.7,-159.7,-82.9,-1151.7,
-137.8,-155.3,-126.3,-1163.7,
-134.1,-151.1,-100.0,-1203.8,
-130.5,-147.2,-176.3,-1221.1,
-127.0,-143.3,-234.2,-1243.8,
-123.8,-139.8,-7.9,-1261.2,
-121.3,-136.7,10.5,-1233.2,
-119.3,-134.4,-77.6,-1205.1,
-117.0,-132.0,-89.5,-1191.7,
-114.4,-129.0,-56.6,-1199.8,
-111.3,-125.4,-25.0,-1235.8,
-108.0,-121.7,-81.6,-1245.2,
-104.5,-118.2,-107.9,-1233.2,
-101.4,-114.9,-15.8,-1211.8,
-98.9,-112.1,-7.9,-1190.4,
-96.8,-109.7,-82.9,-1170.4,
-95.0,-107.6,-94.7,-1143.6,
-93.3,-105.4,-72.4,-1131.6,
-91.2,-102.9,-138.1,-1112.9,
-88.4,-100.1,-147.4,-1104.9,
-85.6,-97.3,22.4,-1090.2,
-83.6,-95.1,-6.6,-1055.5,
-82.0,-93.0,-38.2,-1027.4,
-80.0,-90.6,9.2,-1020.7,
-77.8,-88.0,48.7,-1016.7,
-76.1,-86.0,-1.3,-996.7,
-75.0,-84.8,-64.5,-945.9,
-73.7,-83.2,23.7,-904.5,
-71.4,-80.7,122.4,-885.8,
-68.8,-77.8,44.7,-889.8,
-66.6,-75.6,-100.0,-892.5,
-65.2,-73.7,-86.8,-879.1,
-63.8,-72.0,-52.6,-876.4,
-62.6,-70.5,-151.3,-861.7,
-61.7,-69.5,-184.2,-836.4,
-60.8,-68.3,-161.8,-816.3,
-59.7,-67.1,-159.2,-769.6,
-58.4,-65.9,-78.9,-752.2,
-56.8,-64.4,-52.6,-742.8,
-55.0,-62.5,-69.7,-724.1,
-53.3,-60.5,-110.5,-716.1,
-51.7,-58.7,-156.6,-694.7,
-50.5,-57.4,-98.7,-664.0,
-49.9,-56.6,-61.8,-623.9,
-49.1,-55.5,-150.0,-595.9,
-47.9,-54.2,-71.0,-559.8,
-46.7,-52.9,-5.3,-514.4,
-45.3,-51.4,-15.8,-487.7,
-43.7,-49.7,6.6,-483.6,
-42.3,-48.3,-6.6,-462.3,
-41.5,-47.2,-43.4,-459.6,
-41.2,-46.7,-39.5,-423.5,
-41.1,-46.3,101.3,-403.5,
-40.4,-45.5,115.8,-403.5,
-39.2,-44.2,-7.9,-408.8,
-37.7,-42.6,-94.7,-386.1,
-36.1,-41.0,-52.6,-371.4,
-34.5,-39.4,36.8,-347.4,
-33.7,-38.5,-56.6,-315.3,
-33.2,-38.0,-51.3,-316.6,
-27.7,-37.3,43.4,-301.9,
-9.3,-36.4,-17.1,-299.3,
13.1,-35.1,-73.7,-310.0,
24.4,-33.8,-89.5,-314.0,
37.7,-33.1,-135.5,-303.3,
65.2,-32.7,-90.8,-292.6,
92.2,-32.3,-65.8,-293.9,
115.0,-30.3,90.8,-326.0,
142.0,-25.8,78.9,-350.0,
164.5,-21.1,51.3,-352.7,
178.2,-7.5,53.9,-338.0,
193.4,27.4,64.5,-323.3,
206.7,64.2,75.0,-276.6,
206.7,79.8,134.2,-265.9,
198.7,91.8,90.8,-280.6,
191.0,114.3,-76.3,-268.5,
180.9,129.9,-84.2,-257.9,
168.9,134.2,168.4,-243.2,
161.8,141.5,223.7,-253.8,
157.9,147.2,64.5,-265.9,
148.5,141.6,-55.3,-256.5,
133.3,132.0,9.2,-243.2,
117.8,122.4,85.5,-227.1,
104.8,110.2,13.2,-207.1,
97.6,103.1,64.5,-189.7,
98.9,107.1,90.8,-187.0,
104.0,114.7,-17.1,-167.0,
108.2,122.0,-114.5,-171.0,
111.2,131.7,-9.2,-173.7,
111.8,143.3,6.6,-192.4,
108.6,156.3,-110.5,-211.1,
102.0,172.3,-40.8,-197.7,
92.9,188.2,31.6,-189.7,
82.0,197.9,1.3,-203.1,
70.6,201.9,-36.8,-224.5,
62.5,206.8,14.5,-243.2,
59.6,216.9,31.6,-228.5,
55.2,225.0,-21.1,-179.0,
40.9,220.2,46.0,-169.7,
19.1,203.5,100.0,-171.0,
-4.3,184.0,56.6,-188.4,
-26.0,168.3,25.0,-209.8,
-41.3,159.3,-7.9,-215.1,
-47.1,158.5,17.1,-201.7,
-47.2,165.0,-53.9,-193.7,
-44.3,177.4,-1.3,-183.0,
-35.7,193.4,35.5,-152.3,
-23.2,207.0,-1.3,-140.3,
-11.2,213.0,-128.9,-140.3,
0.1,213.2,-171.0,-138.9,
10.8,212.3,-126.3,-143.0,
15.2,209.5,-196.0,-133.6,
7.3,199.5,-139.5,-128.3,
-13.3,177.9,35.5,-112.2,
-40.7,147.6,63.2,-110.9,
-64.0,118.0,-44.7,-73.5,
-74.4,98.5,-152.6,-34.7,
-69.0,92.6,-3.9,-17.4,
-53.2,97.3,135.5,0.0,
-36.8,106.9,251.3,-4.0,
-26.4,117.8,171.0,-10.7,
-22.0,130.2,31.6,-5.3,
-18.7,145.7,1.3,9.4,
-11.2,165.8,-23.7,-16.0,
-0.3,189.5,-109.2,-44.1,
8.1,214.3,-7.9,-65.5,
10.1,238.8,100.0,-69.5,
11.1,263.5,17.1,-86.8,
19.6,288.3,-73.7,-113.6,
35.5,313.0,-10.5,-128.3,
49.7,337.6,-59.2,-138.9,
56.4,360.0,-138.1,-144.3,
58.8,375.9,-98.7,-137.6,
65.2,383.1,34.2,-125.6,
83.3,387.2,-9.2,-112.2,
116.4,399.2,-35.5,-100.2,
156.6,420.4,31.6,-94.9,
185.5,437.5,80.3,-84.2,
188.6,436.3,102.6,-90.9,
168.1,414.1,59.2,-89.5,
136.6,378.3,-47.4,-82.8,
106.5,341.9,-80.3,-93.5,
85.3,316.5,-111.8,-96.2,
76.8,308.0,-128.9,-105.5,
82.1,316.6,-103.9,-100.2,
97.4,332.8,-109.2,-98.9,
115.0,339.9,-5.3,-109.6,
128.0,329.9,-32.9,-126.9,
132.2,310.7,-113.1,-117.6,
127.6,293.0,0.0,-106.9,
116.6,280.7,64.5,-112.2,
102.9,273.2,-36.8,-114.9,
89.4,269.7,-106.6,-114.9,
76.0,266.9,-57.9,-113.6,
59.2,259.5,-19.7,-102.9,
36.9,245.0,-131.6,-102.9,
9.9,224.3,-273.7,-90.9,
-19.2,198.6,-246.0,-77.5,
-45.5,169.1,-7.9,-94.9,
-64.6,138.9,36.8,-109.6,
-76.1,111.3,-1.3,-122.9,
-82.1,86.9,-34.2,-128.3,
-89.2,64.1,0.0,-117.6,
-102.4,41.9,-3.9,-97.5,
-116.9,24.4,-72.4,-93.5,
-123.6,16.9,-57.9,-90.9,
-119.3,18.9,-17.1,-72.1,
-104.9,28.7,32.9,-54.8,
-81.6,45.4,2.6,-57.4,
-56.4,60.5,-84.2,-69.5,
-35.3,68.4,-5.3,-82.8,
-18.0,71.5,10.5,-68.1,
-8.5,66.7,7.9,-40.1,
-11.7,49.7,59.2,-53.4,
-18.7,28.9,-44.7,-69.5,
-17.7,16.2,-27.6,-85.5,
-8.4,14.0,-1.3,-118.9,
4.8,20.3,51.3,-136.3,
16.9,32.2,-30.3,-137.6,
22.5,41.3,-14.5,-153.6,
20.5,43.0,-31.6,-161.7,
20.3,43.9,-31.6,-152.3,
32.8,53.4,-214.5,-164.3,
61.6,74.4,-243.4,-169.7,
104.0,105.1,52.6,-184.4,
150.9,139.1,114.5,-155.0,
190.3,167.3,23.7,-125.6,
216.9,185.1,-9.2,-89.5,
232.3,194.4,-55.3,-74.8,
239.5,200.7,-39.5,-65.5,
241.7,210.9,-30.3,-56.1,
243.4,227.3,-21.1,-50.8,
246.6,246.2,-3.9,-40.1,
251.9,260.6,18.4,-28.1,
265.6,267.6,0.0,-26.7,
291.4,269.0,-21.1,-14.7,
318.7,267.2,-31.6,4.0,
330.4,262.8,-82.9,8.0,
317.9,256.7,-146.0,28.1,
285.8,248.0,13.2,42.8,
245.1,233.3,113.1,30.7,
210.2,214.4,161.8,18.7,
194.5,201.9,52.6,14.7,
197.3,200.2,-73.7,9.4,
203.1,201.8,-46.0,-10.7,
202.5,200.3,9.2,-20.0,
197.1,194.8,14.5,-10.7,
187.5,184.0,-18.4,-10.7,
171.4,169.7,-57.9,-13.4,
150.5,156.5,-132.9,5.3,
124.1,141.0,-81.6,52.1,
86.8,114.1,3.9,86.8,
41.3,79.6,32.9,114.9,
0.4,52.1,-80.3,122.9,
-28.1,36.7,-150.0,125.6,
-43.2,28.2,-22.4,130.9,
-46.4,21.5,218.4,136.3,
-46.0,11.1,185.5,138.9,
-52.2,-7.0,11.8,141.6,
-65.6,-28.7,14.5,156.3,
-78.8,-46.5,77.6,145.6,
-86.2,-55.8,172.4,134.9,
-86.1,-55.6,118.4,129.6,
-79.7,-49.3,6.6,137.6,
-71.7,-44.0,18.4,151.0,
-67.3,-46.5,111.8,161.7,
-67.6,-58.0,103.9,180.4,
-69.8,-73.6,96.0,181.7,
-70.6,-87.3,75.0,192.4,
-66.8,-94.2,-77.6,201.7,
-56.5,-91.1,-61.8,209.8,
-41.6,-79.1,65.8,192.4,
-24.3,-62.6,55.3,181.7,
-5.7,-46.3,-32.9,173.7,
11.2,-31.8,-71.0,189.7,
25.9,-16.5,-30.3,216.4,
40.7,3.4,27.6,216.4,
55.7,26.6,80.3,235.1,
70.6,48.1,75.0,248.5,
86.6,65.9,13.2,251.2,
102.2,82.2,-77.6,237.8,
114.2,99.7,-60.5,224.5,
121.6,119.2,38.2,247.2,
127.3,138.6,134.2,268.5,
137.2,155.7,119.7,269.9,
153.3,169.4,32.9,273.9,
170.3,179.1,-30.3,283.2,
181.8,185.9,28.9,293.9,
184.9,194.1,96.0,280.6,
180.9,206.2,80.3,235.1,
173.5,220.3,-63.2,208.4,
168.3,231.7,-215.8,188.4,
168.7,235.4,-10.5,164.3,
173.4,228.4,47.4,130.9,
178.1,212.3,18.4,102.9,
177.8,191.5,-7.9,82.8,
167.0,168.8,-43.4,94.9,
142.6,146.8,-80.3,104.2,
110.4,130.2,9.2,81.5,
81.7,122.1,161.8,58.8,
